Name,Description,Department,Total Size,Real Size,Host Key,Named Availability,Weeks,Tags,User Text 3
CAM431_L_S1_I,Medicine Year 4 - Launceston Clinical School - 4A,"Medicine, School of",43,0,CAM431_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM429_W_S2_I,Medical Research 4,"Medicine, School of",5,0,CAM429_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM429_L_S2_I,Medical Research 4,"Medicine, School of",10,0,CAM429_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM429_H_S2_I,Medical Research 4,"Medicine, School of",15,0,CAM429_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM428_W_S2_I,Medical Research 3,"Medicine, School of",5,0,CAM428_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM428_W_S1_I,Medical Research 3,"Medicine, School of",6,0,CAM428_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM428_L_S2_I,Medical Research 3,"Medicine, School of",10,0,CAM428_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM428_L_S1_I,Medical Research 3,"Medicine, School of",6,0,CAM428_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM428_H_S2_I,Medical Research 3,"Medicine, School of",15,0,CAM428_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM428_H_S1_I,Medical Research 3,"Medicine, School of",7,0,CAM428_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM427_W_S2_I,Medical Research 2,"Medicine, School of",5,0,CAM427_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM427_W_S1_I,Medical Research 2,"Medicine, School of",6,0,CAM427_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM427_L_S2_I,Medical Research 2,"Medicine, School of",10,0,CAM427_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM427_L_S1_I,Medical Research 2,"Medicine, School of",6,0,CAM427_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM427_H_S2_I,Medical Research 2,"Medicine, School of",15,0,CAM427_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM427_H_S1_I,Medical Research 2,"Medicine, School of",7,0,CAM427_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM426_W_S1_I,Medical Research 1,"Medicine, School of",6,0,CAM426_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM426_L_S1_I,Medical Research 1,"Medicine, School of",6,0,CAM426_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM426_H_S1_I,Medical Research 1,"Medicine, School of",7,0,CAM426_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM417_W_S2_I,Bridging Program,"Medicine, School of",5,0,CAM417_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM417_W_S1_I,Bridging Program,"Medicine, School of",5,0,CAM417_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM417_L_S2_I,Bridging Program,"Medicine, School of",10,0,CAM417_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM417_L_S1_I,Bridging Program,"Medicine, School of",5,0,CAM417_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM417_H_S2_I,Bridging Program,"Medicine, School of",15,0,CAM417_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM417_H_S1_I,Bridging Program,"Medicine, School of",15,0,CAM417_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM416_W_S2_I,Bridging Program,"Medicine, School of",5,0,CAM416_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM416_W_S1_I,Bridging Program,"Medicine, School of",5,0,CAM416_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM416_L_S2_I,Bridging Program,"Medicine, School of",10,0,CAM416_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM416_L_S1_I,Bridging Program,"Medicine, School of",5,0,CAM416_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM416_H_S2_I,Bridging Program,"Medicine, School of",15,0,CAM416_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM416_H_S1_I,Bridging Program,"Medicine, School of",15,0,CAM416_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAM308_H_S2_I,Introduction to Clinical Skills,"Medicine, School of",0,0,CAM308_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM306_H_S2_I,Advanced Research Skills,"Medicine, School of",15,0,CAM306_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM305_H_S2_I,Functional Clinical Practice,"Medicine, School of",15,0,CAM305_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CAM304_H_S1_I,Fundamentals of Clinical Science 3,"Medicine, School of",109,0,CAM304_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAM202_H_S2_I,Fundamentals of Clinical Science 2,"Medicine, School of",30,0,CAM202_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CAM201_H_S1_I,Fundamentals of Clinical Science 1,"Medicine, School of",114,0,CAM201_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAM103_H_S2_I,Scientific and Research Literacy,"Medicine, School of",50,0,CAM103_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAM102_H_S2_I,Foundations of Medicine 2,"Medicine, School of",50,0,CAM102_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CAM101_H_S1_I,Foundations of Medicine 1,"Medicine, School of",130,0,CAM101_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAD004_W_Sem1_I,Neurospeak understanding the nervous system,"Medicine, School of",20,0,CAD004_W_SEM1_I,[Custom...],,SWS,
CAD004_R_Sem1_I,Neurospeak understanding the nervous system,"Medicine, School of",20,0,CAD004_R_SEM1_I,[Custom...],,SWS,
CAD004_L_Sem1_I,Neurospeak understanding the nervous system,"Medicine, School of",20,0,CAD004_L_SEM1_I,[Custom...],,SWS,
CAD002_W_Sem1_I,Introduction to Effective Communication in Health Studies,"Medicine, School of",20,0,CAD002_W_SEM1_I,[Custom...],,SWS,
CAD002_R_Sem1_I,Introduction to Effective Communication in Health Studies,"Medicine, School of",50,0,CAD002_R_SEM1_I,[Custom...],,SWS,
CAD002_L_Sem1_I,Introduction to Effective Communication in Health Studies,"Medicine, School of",80,0,CAD002_L_SEM1_I,[Custom...],,SWS,
CAD002_H_Sem1_I,Introduction to Effective Communication in Health Studies,"Medicine, School of",0,0,CAD002_H_SEM1_I,[Custom...],,SWS,
CAA404_W_S2_I,Paramedic Research 4,"Medicine, School of",5,0,CAA404_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA404_R_S2_I,Paramedic Research 4,"Medicine, School of",10,0,CAA404_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA404_L_S2_I,Paramedic Research 4,"Medicine, School of",10,0,CAA404_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA404_H_S2_I,Paramedic Research 4,"Medicine, School of",15,0,CAA404_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA403_W_S2_I,Paramedic Research 3,"Medicine, School of",5,0,CAA403_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA403_W_S1_I,Paramedic Research 3,"Medicine, School of",3,0,CAA403_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA403_R_S2_I,Paramedic Research 3,"Medicine, School of",10,0,CAA403_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA403_R_S1_I,Paramedic Research 3,"Medicine, School of",3,0,CAA403_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA403_L_S2_I,Paramedic Research 3,"Medicine, School of",10,0,CAA403_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA403_L_S1_I,Paramedic Research 3,"Medicine, School of",3,0,CAA403_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA403_H_S2_I,Paramedic Research 3,"Medicine, School of",15,0,CAA403_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA403_H_S1_I,Paramedic Research 3,"Medicine, School of",15,0,CAA403_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA402_W_S2_I,Paramedic Research 2,"Medicine, School of",5,0,CAA402_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA402_W_S1_I,Paramedic Research 2,"Medicine, School of",3,0,CAA402_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA402_R_S2_I,Paramedic Research 2,"Medicine, School of",10,0,CAA402_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA402_R_S1_I,Paramedic Research 2,"Medicine, School of",3,0,CAA402_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA402_L_S2_I,Paramedic Research 2,"Medicine, School of",10,0,CAA402_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA402_L_S1_I,Paramedic Research 2,"Medicine, School of",3,0,CAA402_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA402_H_S2_I,Paramedic Research 2,"Medicine, School of",15,0,CAA402_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA402_H_S1_I,Paramedic Research 2,"Medicine, School of",1,0,CAA402_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA401_W_S1_I,Paramedic Research 1,"Medicine, School of",3,0,CAA401_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA401_R_S1_I,Paramedic Research 1,"Medicine, School of",2,0,CAA401_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA401_L_S1_I,Paramedic Research 1,"Medicine, School of",3,0,CAA401_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA401_H_S1_I,Paramedic Research 1,"Medicine, School of",1,0,CAA401_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA309_R_S5_I,Professional Development in Paramedic Practice,"Medicine, School of",0,0,CAA309_R_SPR_I,2017_SPR03_Spring school (extended),44-52,,School of Medicine
CAA309_H_S5_I,Professional Development in Paramedic Practice,"Medicine, School of",0,0,CAA309_H_SPR_I,2017_SPR03_Spring school (extended),44-52,,School of Medicine
CAA307_R_S5_I,Obstetrics and Paediatrics in Paramedic Practice,"Medicine, School of",0,0,CAA307_R_SPR_I,2017_SPR03_Spring school (extended),44-52,,School of Medicine
CAA307_H_S5_I,Obstetrics and Paediatrics in Paramedic Practice,"Medicine, School of",0,0,CAA307_H_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Medicine
CAA306_R_S2_I,Trauma Care in Out-of-Hospital Practice,"Medicine, School of",10,0,CAA306_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA306_H_S2_I,Trauma Care in Out-of-Hospital Practice,"Medicine, School of",15,0,CAA306_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CAA305_R_S5_I,Environmental Emergencies for Out-of-Hospital Practice,"Medicine, School of",0,0,CAA305_R_SPR_I,2017_SPR03_Spring school (extended),44-52,,School of Medicine
CAA305_H_S5_I,Environmental Emergencies for Out-of-Hospital Practice,"Medicine, School of",0,0,CAA305_H_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Medicine
CAA210_R_S1_I,Mental Health Care in Out of Hospital Practice,"Medicine, School of",0,0,CAA210_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA210_H_S2_I,Mental Health Care in Out of Hospital Practice,"Medicine, School of",30,0,CAA210_H_SEM2_I,[Custom...],,,School of Medicine
CAA210_H_S1_I,Mental Health Care in Out of Hospital Practice,"Medicine, School of",0,0,CAA210_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CAA208_R_S5_I,Emergency Ambulance Clinical Placement 3,"Medicine, School of",0,0,CAA208_R_SPR_I,2017_SPR03_Spring school (extended),44-52,,School of Medicine
CAA208_H_S5_I,Emergency Ambulance Clinical Placement 3,"Medicine, School of",0,0,CAA208_H_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Medicine
CAA207_R_S2_I,Interprofessional Clinical Placement 2,"Medicine, School of",10,0,CAA207_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA207_H_S2_I,Interprofessional Clinical Placement 2,"Medicine, School of",30,0,CAA207_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CAA206_R_S1_I,Medical Emergencies for Out-of-Hospital Practice 2,"Medicine, School of",66,0,CAA206_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAA206_H_S1_I,Medical Emergencies for Out-of-Hospital Practice 2,"Medicine, School of",44,0,CAA206_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAA205_R_S5_I,Medical Emergencies for Out-of-Hospital Practice 1,"Medicine, School of",0,0,CAA205_R_SPR_I,2017_SPR03_Spring school (extended),44-52,,School of Medicine
CAA205_H_S5_I,Medical Emergencies for Out-of-Hospital Practice 1,"Medicine, School of",0,0,CAA205_H_SPR_I,2017_SPR03_Spring school (extended),44-52,,School of Medicine
CAA109_R_S5_I,Emergency Ambulance Clinical Placement 1,"Medicine, School of",0,0,CAA109_R_SPR_I,2017_SPR03_Spring school (extended),44-52,,School of Medicine
CAA109_H_S5_I,Emergency Ambulance Clinical Placement 1,"Medicine, School of",0,0,CAA109_H_SPR_I,2017_SPR03_Spring school (extended),44-52,,School of Medicine
CAA108_R_S2_I,Principles of Paramedic Practice 2,"Medicine, School of",10,0,CAA108_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CAA108_H_S2_I,Principles of Paramedic Practice 2,"Medicine, School of",50,0,CAA108_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CAA107_R_S1_I,Principles of Paramedic Practice 1,"Medicine, School of",90,0,CAA107_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CAA107_H_S1_I,Principles of Paramedic Practice 1,"Medicine, School of",52,0,CAA107_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
